cycle,range_bin,doppler_bin,output_hex
1295685000,56,26,ff74ff7f
1295695000,56,27,0023ff0e
1295705000,56,28,0084012d
1295715000,56,29,ff970004
1295725000,56,30,00d9ff7a
1295735000,56,31,febcffa9
1300015000,57,0,02d800fb
1300025000,57,1,fe79feb6
1300035000,57,2,ff9cfe92
1300045000,57,3,01a101fe
1300055000,57,4,fe20ff27
1300065000,57,5,023b01ba
1300075000,57,6,fc81ff0d
1300085000,57,7,0419ffd2
1300095000,57,8,fccbffd0
1300105000,57,9,029701cd
1300115000,57,10,fe08fc9c
1300125000,57,11,ff5a033d
1300135000,57,12,01acfdb6
1300145000,57,13,ffac00f3
1300155000,57,14,003f0090
1300165000,57,15,0043ff4b
1300175000,57,16,ffae0099
1300185000,57,17,0007ffa8
1300195000,57,18,ff5400d0
1300205000,57,19,00d7ff36
1300215000,57,20,ff28fedb
1300225000,57,21,005f00dc
1300235000,57,22,007f013f
1300245000,57,23,feb1fe3e
1300255000,57,24,02df01b0
1300265000,57,25,fdf5fff9
1300275000,57,26,00b8fe5e
1300285000,57,27,ffcaffab
1300295000,57,28,0064020c
1300305000,57,29,fef6fe0b
1300315000,57,30,01a90040
1300325000,57,31,fcef0081
1304605000,58,0,005d0006
1304615000,58,1,003500df
1304625000,58,2,feb5fe91
1304635000,58,3,02530066
1304645000,58,4,fcbbfffc
1304655000,58,5,037500a2
1304665000,58,6,fe1b0056
1304675000,58,7,008aff5d
1304685000,58,8,00410088
1304695000,58,9,ff2a0075
1304705000,58,10,00c5fcaa
1304715000,58,11,fe2f0505
1304725000,58,12,0232fcab
1304735000,58,13,00c30008
1304745000,58,14,ff47010c
1304755000,58,15,fff4ffe2
1304765000,58,16,fecdffd0
1304775000,58,17,0149ff0f
1304785000,58,18,fe79012d
1304795000,58,19,00db0016
1304805000,58,20,ff43fefc
1304815000,58,21,00ed014c
1304825000,58,22,01cbff80
1304835000,58,23,fcccfeb9
1304845000,58,24,024d018a
1304855000,58,25,fe5cff21
1304865000,58,26,01bd00c0
1304875000,58,27,fe9ffeef
1304885000,58,28,005801dd
1304895000,58,29,feb7fdce
1304905000,58,30,0273008e
1304915000,58,31,fe4a0050
1309195000,59,0,013e0009
1309205000,59,1,0057ffd7
1309215000,59,2,0007ff49
1309225000,59,3,ffc30252
1309235000,59,4,fd9cfe29
1309245000,59,5,0426014b
1309255000,59,6,fd4bff65
1309265000,59,7,00d4ff88
1309275000,59,8,ff71ffcd
1309285000,59,9,00df0217
1309295000,59,10,ffeafdee
1309305000,59,11,fff301e9
1309315000,59,12,ff71fe90
1309325000,59,13,0069ff99
1309335000,59,14,ff0900c4
1309345000,59,15,01e7ff3b
1309355000,59,16,fe9e0123
1309365000,59,17,0075fe6d
1309375000,59,18,ff1f012d
1309385000,59,19,01630124
1309395000,59,20,ff42fdb3
1309405000,59,21,ffbe021f
1309415000,59,22,008d0057
1309425000,59,23,0012fd24
1309435000,59,24,ffdb02fb
1309445000,59,25,ffe9fd25
1309455000,59,26,011c0150
1309465000,59,27,fe43ff01
1309475000,59,28,00a10258
1309485000,59,29,004ffe35
1309495000,59,30,017b0194
1309505000,59,31,fd07fe81
1313785000,60,0,01c70137
1313795000,60,1,fec60090
1313805000,60,2,ffd0fe79
1313815000,60,3,01760086
1313825000,60,4,fd9001a3
1313835000,60,5,0463fd15
1313845000,60,6,fcad018f
1313855000,60,7,015b002f
1313865000,60,8,fef4ffde
1313875000,60,9,002d0089
1313885000,60,10,ff4ffe28
1313895000,60,11,0269043b
1313905000,60,12,fe9ffa86
1313915000,60,13,00880273
1313925000,60,14,ff130085
1313935000,60,15,012ffe54
1313945000,60,16,ff65008d
1313955000,60,17,ffae0120
1313965000,60,18,fef6fdeb
1313975000,60,19,01b60172
1313985000,60,20,ffd0000d
1313995000,60,21,ff29ffa5
1314005000,60,22,005301bb
1314015000,60,23,fed7fde3
1314025000,60,24,0280009a
1314035000,60,25,fe1bff9b
1314045000,60,26,00930024
1314055000,60,27,ffef0011
1314065000,60,28,01310076
1314075000,60,29,fe50ff7f
1314085000,60,30,01050119
1314095000,60,31,fe6bfe56
1318375000,61,0,fe27ff5b
1318385000,61,1,02d50151
1318395000,61,2,fd49ff88
1318405000,61,3,00ffffc7
1318415000,61,4,ff000121
1318425000,61,5,02ebff48
1318435000,61,6,feb9ff83
1318445000,61,7,00190059
1318455000,61,8,fe8800d1
1318465000,61,9,012bfec0
1318475000,61,10,ff0e0004
1318485000,61,11,00120179
1318495000,61,12,0183fdaf
1318505000,61,13,feff00a0
1318515000,61,14,002800fe
1318525000,61,15,0072ffbb
1318535000,61,16,ff31000f
1318545000,61,17,011fff2d
1318555000,61,18,fd9701b2
1318565000,61,19,00f5fe73
1318575000,61,20,02120001
1318585000,61,21,fcc50194
1318595000,61,22,0223fda3
1318605000,61,23,fe1f0247
1318615000,61,24,0350ff5d
1318625000,61,25,fe41ff16
1318635000,61,26,ffa201a2
1318645000,61,27,fff6fefd
1318655000,61,28,0133ffd7
1318665000,61,29,fed90120
1318675000,61,30,00a4fedc
1318685000,61,31,0042ffe5
1322965000,62,0,fefe018c
1322975000,62,1,038a0105
1322985000,62,2,fc42fd55
1322995000,62,3,0267030e
1323005000,62,4,fd17fe95
1323015000,62,5,03d90166
1323025000,62,6,fe38fdfe
1323035000,62,7,ff45003a
1323045000,62,8,0181ff93
1323055000,62,9,ff4401c6
1323065000,62,10,ff1afebd
1323075000,62,11,006100cc
1323085000,62,12,ff86fe4c
1323095000,62,13,02020214
1323105000,62,14,fea1ff50
1323115000,62,15,007cff64
1323125000,62,16,000cffac
1323135000,62,17,ffbc01a9
1323145000,62,18,ff0cff0b
1323155000,62,19,00affff6
1323165000,62,20,ff8100d1
1323175000,62,21,001bfe40
1323185000,62,22,00f80170
1323195000,62,23,ff6bffb6
1323205000,62,24,ffcd00b1
1323215000,62,25,00b2ff88
1323225000,62,26,00a8ffb7
1323235000,62,27,fef900e0
1323245000,62,28,00a2ff2a
1323255000,62,29,fe7eff9a
1323265000,62,30,01e70166
1323275000,62,31,fed4fd5c
1327555000,63,0,001cff08
1327565000,63,1,0035ff34
1327575000,63,2,00270061
1327585000,63,3,ffa00199
1327595000,63,4,0061ff5e
1327605000,63,5,feb20049
1327615000,63,6,01a5ff73
1327625000,63,7,fec1ff63
1327635000,63,8,013d0140
1327645000,63,9,ffa3ff63
1327655000,63,10,ffa8ffa2
1327665000,63,11,ff06011d
1327675000,63,12,005eff2e
1327685000,63,13,0110ff97
1327695000,63,14,003b0082
1327705000,63,15,ffa1ffa3
1327715000,63,16,fddc0060
1327725000,63,17,02e7fffe
1327735000,63,18,fead029b
1327745000,63,19,000cfc77
1327755000,63,20,ff63022c
1327765000,63,21,01defe65
1327775000,63,22,fe71fff5
1327785000,63,23,009b0051
1327795000,63,24,ff930130
1327805000,63,25,0121ff2b
1327815000,63,26,ffa8ff9e
1327825000,63,27,ff2e013b
1327835000,63,28,02eeffa8
1327845000,63,29,fb80ff6b
1327855000,63,30,03a3ff22
1327865000,63,31,fe330151
